UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,,,,
3920,48872,,16-03-2020,"I love this ?? all grocery stores should have a set hour (preferably in the morning) for the elderly population or those with compromised immune systems to use the store. Thats good, clear thinking.

.

@brianschatz @maziehirono @NYGovCuomo @GovInslee 

#COVID?19 #coronavirus https://t.co/TMQH0CSeIN",Extremely Positive,,,,
3921,48873,,16-03-2020,"If you temporarily lost your job, check out Amazon. They are hiring to handle surge of coronavirus related buying. https://t.co/xQq7wqaGid",Negative,,,,
3922,48874,"Melbourne, Australia",16-03-2020,"@cgafun @DanielAndrewsMP My daughter is 16, and has stories like that from her friends with supermarket jobs. One of them said ""Why do adults act like COVID-19 is my fault?"". Or having to stand up to a middle-aged woman who refused to put back 5 boxes of ",Positive,,,,
3923,48875,"Wakefield, England",16-03-2020,Currently self isolating as Im symptomatic. Thinking how to support elderly neighbour/ friend. Ive done her online shopping for her (agreed it over the phone!) and calling her daily! We might even attempt a skype video call... #unitedagainstdementia #coronavirus  @alzheimerssoc,Extremely Positive,,,,
3924,48876,"Los Angeles, CA",16-03-2020,"If youre the people walking into retail stores... youre the problem. Youre responsible for making this shit spread. Feel guilty, stop shopping. Online shopping is available from home. #coronavirus #retail #Covid19Walkout",Extremely Negative,,,,
3925,48877,,16-03-2020,"NYS is aware that there is an uptick of #Coronavirus scams on social media, emails, texts and websites. 



If you're aware of a scam involving a financial product or service, visit the @NYDFS website or call their Consumer Hotline at: 1(800) 342-3736.



https://t.co/MqPbpLOZyY",Extremely Negative,,,,
3926,48878,????? ???? ????????,16-03-2020,#unpopularopinion You'll be able to tell how much a community understands of the restricted movement order by how empty their supermarket shelves are. #COVID2019 #Malaysia2020,Negative,,,,
3927,48879,"Pennsylvania, USA",16-03-2020,Will katie and I be moving in this weekend amongst the COVID 19 panic Yes Will have food or toilet paper No Will we have any self respect Also no but at least we ll have each other,Negative,,,,
3928,48880,LA ,16-03-2020,We need more of this to help seniors #CoronavirusOutbreak https://t.co/D09B71I699,Positive,,,,
3929,48881,United States,16-03-2020,FYI it s called the not the Chinese Virus Notice nasty mentions supporting industries to help his stock market trump s still trying to CUT Medicare amp Social Security benefits food stamps AND remove pre existing conditions coverage from ACA,Extremely Positive,,,,
3930,48882,"Charlotte, NC",16-03-2020,"Stores in Charlotte continue to voluntarily shut their doors due to #coronavirus concerns. This is a tough decision, but one many stores deem necessary. Remember, when possible, online shopping is an option if you still want to support businesses @SpecNewsCLT https://t.co/hrCCohkFWE",Positive,,,,
3931,48883,Mountain View,16-03-2020,"@HEB I like shopping at H-E-B and am a fan. Appreciate your efforts to limit food shortage &amp; COVID-19 spreading, tho my concern is with the lack of push towards curbside pickups &amp; delivery. The 3% additional charge per each item on the cart for on",Positive,,,,
3932,48884,Michigan,16-03-2020,"? HAPPY M O N D A Y Friends ?

-

I know everyone is uneasy about all thats going on with the #coronavirus but lets not forget about our small business who need our support! Whether youre shopping online or ordering https://t.co/AibxMekdro",Extremely Positive,,,,
3933,48885, Malaysia,16-03-2020,"Good move in tackling down the Covid-19 spreading. 



Now please implement a new policy to restrict consumers from hoarding goods at any supermarket/grocery stores. No point creating safety measurements if some people cant be changed from being selfish.",Positive,,,,
3934,48886,The Great State of Texas,16-03-2020,"My office is ready to prosecute price-gougers as we deal with #coronavirus.



Any Texan who needs to file a #pricegouging complaint should call 800-621-0508 or online at: https://t.co/IFq3ZB7Tl5",Negative,,,,
3935,48887,The Great State of Texas,16-03-2020,"?CONSUMER PROTECTION ALERT? 



Be aware of #coronavirus related cyber security scams!

 Do NOT reveal personal or financial info in emails.

 AVOID clicking on unsolicited links.

 Use trusted sources, ALWAYS.

Report attacks! Need to file a complaint?

https://t.co/XWDm4JWZo0",Negative,,,,
3936,48888,Nairobi,16-03-2020,"23:31 #KenyanTraffic Queues to buy guns in LA ?

Buyers tell me theyre scared of what will happen if people run out of food and supplies, and they need to protect their families Were live on @TheTodayShow as #coronavirus panic hits LA. https://t.co/ehSQGGxoql via @AmeliaAdams9",Negative,,,,
3937,48889,"Dunedin City, New Zealand ",16-03-2020,Spark s Manila call centre is closing to help prevent the spread of Covid 19 Calls will be routed to NZ based help deskers instead Spark is asking for patience with calls and that people use the MySpark app or visit a retail store,Extremely Positive,,,,
3938,48890,"Phoenix, AZ",16-03-2020,I feel like I won the #lottery just now. How much is this worth on the #stockmarket #toiletpaper #Arizona #coronavirus #StopPanicBuying #FoxNews #fox10phoenix https://t.co/PLJCt49ik7,Extremely Positive,,,,
3939,48891,"Columbus, Ohio",16-03-2020,"it's a bad habit i'm definitely guilty of but all OR/hospital staff definitely need to avoid wearing #scrubs in public. especially now, nobody wants to see that at the grocery store! ?#covid19 #Medtwitter #coronavirus",Negative,,,,
3940,48892,United States,16-03-2020,"World leaders do you still not realize the #Kashmir struggle?

Westerners are in a state of panic and stocking piles of water and food supplies imagine being lockdown for more than 7 months. 

Wake up!!!

#CoronavirusOutbreak #KashmirLockdown #Kashmiris #COVID2019 #coronapocolypse",Negative,,,,
3941,48893,London,16-03-2020,"I've not been able to get Doggo's food, not due to panic buying, due to european supply issues caused by Covid-19.... Have ordered from Amazon but paid £20 more, wonder if I'll get this or not. If not Doggo is on rations!",Positive,,,,
3942,48894,,16-03-2020,Ive been online shopping for the past 2 days now #coronavirus,Neutral,,,,
3943,48895,,16-03-2020,"When the government says to start social distancing, but you work retail so you can't just not talk to customers in the store lol fml I'm 100% going to catch covid-19",Positive,,,,
3944,48896,"Adelaide, Australia",16-03-2020,"Plus side to covid-19 is saving money.



Online shopping packages from China are HELLA delayed. I don't own a car and don't wanna use public transport.



Hell. I don't wanna be around people who have apparently just worked out how to wash their hands and wipe their ass.",Extremely Negative,,,,
3945,48897,Arizona,16-03-2020,"I am hearing the National quarantine is going to start on Wednesday the 18th.  They said stock up on essentials, food and ammo.  ?  They believe this is going to get ugly. #coronavirus #covid19 #nationalquarantine",Negative,,,,
3946,48898,,16-03-2020,"So food banks are now closing because they can't source enough items thanks to fckwits panic-buying everything. Who cares about the broke single-mum with three kids who can't feed them? As long as YOU have 6 mths of pasta stockpiled, let 'em starve. ?#coronavirus #covid19",Negative,,,,
3947,48899,United States,16-03-2020,"DEAR HOARDER :

#COVID?19 #COVID19 #coronapocolypse #coronavirus #COVID #Hoarders #groceries #panicshopping #StopPanicBuying https://t.co/bV0ajl2Yww",Positive,,,,
3948,48900,London,16-03-2020,First shops to make this effort could really win the PR game... and make a real difference. https://t.co/6TqO57Lt0q,Extremely Positive,,,,
3949,48901,"Denver, CO",16-03-2020,"How come #TrumpIsAnIdiot or #trumpneedstoshutup is not trending?? For real!! People are freaked, stores cant keep food on their shelf, and the stock market is out of control. @realDonaldTrump please for the sake of the county shut up. #coronavirus",Neutral,,,,
3950,48902,Rear spot ?,16-03-2020,"Mum actually mounted a dispenser and soap. You wash your hand before you enter her supermarket. 



No chance for Covid-19",Positive,,,,
3951,48903,"North Carolina, USA",16-03-2020,"I would list a plethora of To Dos, but unfortunately my day jobs are in health care and supermarket retail. So while everyone is bucking down, Ill be out taking care of the sick and feeding the hungry.

#coronavirus #COVID2019 #StaySafe #frontlines",Positive,,,,
3952,48904,Global citizen,16-03-2020,"Things I may stockup on if things get crazy 

1. Chocolate 

2. Make up remover 

3. Concealer for my dark circles 

4. Chewing gum

5. Pringles 

6. Seeds to grow flowers 

7. Manual of how to survive in an apocalypse 

8. More chocolate 

9. Gin

10. Kitten heel shoes

#coronavirus",Negative,,,,
3953,48905,"Toronto, Ontario",16-03-2020,Please read our full LAVA Covid-19 Statement &amp, Announcement of Online Store for Consumer Electronics and Computing Interfaces here: https://t.co/1u3gfhzk0Z https://t.co/s8pH8wAsty,Positive,,,
3954,48906,"Nairobi, Kenya",16-03-2020,Cleanshelf supermarket Sanitizers 19,Neutral,,,,
3955,48907,United States,16-03-2020,@Walmart @Target @kroger increase your workers for your online shopping and add more time slots for pick up and delivery... and hire workers for a short time from other business being shut down! #WINWIN #coronavirus #stayindoorsandshop,Positive,,,,
3956,48908,"Palo Alto, CA",16-03-2020,Thank you @NorthgateGlzMrk for taking care of our abuelos/as! https://t.co/nWmxYoOMHf,Extremely Positive,,,,
3957,48909,"Scunthorpe, England",16-03-2020,"Also, to the people stocking up on soap, hand sanitiser and toilet roll, leaving the shelves empty the rest of us. You do realise to stop the spread of #coronavirus other people need to be able to wash their hands too...



?? #StopPanicBuying https://t.co/MzLdWhLGGg",Positive,,,,
3958,48910,Nottinghamshire,16-03-2020,My 79 (nearly 80) year old nana hasnt stock piled food or toilet rolls. But...she has stocked her cupboard up with two full tubs of horlicks #Priorities #CoronaVirus ?? https://t.co/MRK7r62Fv5,Neutral,,,,
3959,48911,"Columbia, MD, United States",16-03-2020,"If a person doesnt have the capability to do online shopping, I would encourage for a relative / friend / acquaintance to do the shopping for them (if out of city / state / country) and have them as alternate pick up person. #coronavirus #CoronavirusOutbreak #Covid_19",Extremely Positive,,,,
3960,48912,Hogwarts - Jamaica,16-03-2020,Televangelists are making a killing from the CoVID 19 panic. Theyre selling their survival meals for $750 for 60 days worth of food. ?? Im almost sure it was at least $200 cheaper two months ago.,Extremely Negative,,,,
3961,48913,Nowhere,16-03-2020,"COVID-19 RETAIL EDITION 

fitting rooms closed the store is pact. People are upset that they cant try on clothes the worst thing on their mind rn is not being able to fit in that pair of jeans. As restaurants and bars are closing Im reminded of the ignorance of corporate America",Extremely Negative,,,,
3962,48914,,16-03-2020,"The opportunities &amp; challenges caused by #reverselogistics are even more apparent with the current #COVID-19 pandemic. As many stores have closed their physical locations, even more consumers are turning to online shopping. https://t.co/jmewQM90Z7

#ECommerce #Returns #Coronavirus https://t.co/CCVKSzz3OH",Positive,,,,
3963,48915,Scotland,16-03-2020,"Here is a photo from an Edinburgh supermarket last night. I happen to work here. 



Im one of the workers the UK gov classed as low skilled just a couple of weeks ago, before Covid-19 hit us bad.

#Thread https://t.co/7M61CZtYO9",Extremely Negative,,,,
3964,48916,"Camberley, UK",16-03-2020,.@bbchealth  How can someone in a high-risk group distance against #COVID-19 when not enough drivers to deliver online shopping &amp, has no friends or relatives? My position &amp, all here are in same group,Negative,,
3965,48917,"Los Angeles, CA",16-03-2020,Actual footage of me trying to go to the grocery store this weekend. Im not sure what yall doing with all the toilet paper but please remember were all in this together. #panicbuyers #coronavirus https://t.co/73WwtXqvT3,Positive,,,,
3966,48918,United States,16-03-2020,"So, I've seen this BS pop up all over Facebook in various community groups.  You cannot call the toll free number on a can of infant formula, tell them you cannot find formula at a retail store due to COVID-19, and they'll send you a full case of free formula.  IT IS A HOAX!!! https://t.co/2CyxHEaCEZ",Extremely Positive,,,,
3967,48919,Blue State,16-03-2020,"FYI: I checked out the freeze dried food companies. Seems everyone is sold out, or out of stock, or backlogged for weeks. #coronavirus",Positive,,,,
3968,48920,,16-03-2020,"Although panic stockpiling may have left shelves empty, there may be some silver linings in the #coronavirus cloud such as a rise in online grocery shopping, deliveries, drive-thrus and services like post-mates! @TheSpoonTech



https://t.co/DIO9KGFixp",Negative,,,,
3969,48921,,16-03-2020,"I haven't panicked bought &amp; only have enough provisions for me &amp; my family for a few days. 



I also don't have a car thanks to the idiot who smashed into mine last week. 



No online shopping slots for 3 weeks. 



It won't be Covid-19 that kills my family, it will be lack of food!",Extremely Negative,,,,
3970,48922,,16-03-2020,"Mass hysteria isnt going to successfully deal with COVID-19.

For the majority contracting COVID-19 will see mild flu symptoms so no need to panic buy 6 months worth of toilet paper and canned food.",Extremely Negative,,,,
3971,48923,"British Columbia, Canada",16-03-2020,"Went to the store today. Most canned food is gone. We needed toilet paper and actually got a pack of 12 rolls. We got milk and cat treats as well. Thank god for Save on Foods for still having some stuff. 

Over 100 cases of Covid-19 in my province so panic buying is common.",Positive,,,,
3972,48924,"Chicago, IL",16-03-2020,https://t.co/r9skYbYiHt CALLING SMALL BUSINESSES: Chicago's Department of Business Affairs &amp, Consumer Protection (BACP) is soliciting your feedback to develop resources and measures to support small businesses that have been impacted by COVID-19. Please fill out this survey ASAP.,Extremely Positive,,,
3973,48925,"Douglas, AZ",16-03-2020,And if you work at supermarket store you live paycheck to paycheck ????? #COVID2019,Neutral,,,,
3974,48926,"Pennsylvania, USA",16-03-2020,What 2K Consumers Told PYMNTS About How COVID-19 Changed Their Daily Lives - https://t.co/hG5vYrH02L,Neutral,,,,
3975,48927,London/South East,16-03-2020,"What's the plan for supplying food @BorisJohnson? The panic buying is crazy and the supermarkets have no slots for delivery. Rationing seems sensible. You can't ""suggest"" (how feeble) we self-isolate for months without telling us how we'll eat. #coronavirus",Extremely Negative,,,,
3976,48928,"Euless, TX",16-03-2020,Consumer-debt holding organizations: Debt Relief for American households impacted by COVID-19 response - Sign the Petition! https://t.co/r6fjiK6Xxh via @Change,Negative,,,,
3977,48929,,16-03-2020,"Taken by Henk Zwoferink on Saturday in Wörgl, our black beauty hauled a train bringing the last tourists home. Our colleagues are #workinghard to keep supply chains running while respecting the measures to ensure everyone's #safety. A pleasure to work with such #DedicatedPeople! https://t.co/EoXT7Q43ZB",Extremely Positive,,,,
3978,48930,"Philadelphia, PA",16-03-2020,Is it safe to work here amid coronavirus? https://t.co/hmqwl0JCo8 via @phillyinquirer,Positive,,,,
3979,48931,"Oxford, OH",16-03-2020,Americans Stock Up On Food as COVID-19 Concerns Rise. the only thing i bought on this list is a few extra boxes of pasta...https://t.co/C0z5g5aTmj,Neutral,,,,
3980,48932,"New York, NY",16-03-2020,@Nordstrom Rack stores making efforts in Washington St market to drive store sales this weekend $JWN #retail #retailapocalypse2020 #coronavirus #retailnews https://t.co/9dfkB2NuCr,Neutral,,,,
3981,48933,Worldwide,16-03-2020,How to Avoid Coronavirus Phishing Scams - Consumer Reports https://t.co/D166pdSHLM #covid-19 #Coronavirus #coronavirus #Coronavirusupdate #Coronapocolypse,Extremely Negative,,,,
3982,48934,"Cleveland, OH",16-03-2020,If you have any updates from grocery stores or any shopping experiences from this weekend or today....let us know! Which store still has what in stock? What are they out of?? #COVID19 #Coronavirus #LOTL,Neutral,,,,
3983,48935,Malaysia,16-03-2020,"My colleague texts me at 8pm to ask if I need anything from the supermarket.



Me: could you buy me 2 cartons of unsweetened almond milk ?



I try to convince myself I'm not millennial material and I say sh*t like this 



#COVID2019",Positive,,,,
3984,48936,India,16-03-2020,"Stock market corrections

Currency rate corrections

Oil prices corrections

Interest rate changes

Currency rate fluctuations



#coronavirus #covid2019 #coronavirusindia is a LIFESTYLE CORRECTION



Wisdom is in collectiveness

Respect nature for it to reciprocate

No one is above other",Extremely Positive,,,,
3985,48937,United States,16-03-2020,@olson_jessie @NashTerrance @MccrorieJim @ArmyVet1775 @rogerscarmen @AliM20698746 @jimbo_always @bill_wrights @ddcampassr @JewelsJones1 @real_pat_henry @WeSeeYouWeKnow @____54_____ @RandallKraft @DatoFreddy @LennyInnecken6 @SanMateogirl11 @brandyls76 @Spa,Neutral,,,,
3986,48938,"Ohio, USA",16-03-2020,"Casper Provides Business Update On COVID-19 - https://t.co/ZS6NpEF9Vz YORK--(BUSINESS WIRE)--Casper Sleep Inc. (Casper or the Company) (NYSE: CSPR) today provided an update on its North America retail store operations in response to the continued spread of COVID-19.



In l... https://t.co/0oAHf51FtI",Neutral,,,,
3987,48939,Italy,16-03-2020,Left supermarket Right supermarket Now take a guess which country the press calls hysterical dysfunctional 19,Neutral,,,,
3988,48940,"Kent, UK",16-03-2020,When panic buying(thanks to the media) think of the elderly or those with disabilities who cant get out to buy food and essentials. #covid?19uk  #coronavirus #panicshopping https://t.co/1iAwpNs096,Negative,,,,
3989,48941,London | New York | Munich,16-03-2020,"""I already stocked up on food. Ammo was just the next step."" 



Sorry America, you can't shoot your way out of #coronavirus 



https://t.co/VnVJKDkBxM",Negative,,,,
3990,48942,"West Hollywood, CA",16-03-2020,"Why dont we make most grocery stores pickup only for the next few weeks? Would reduce crowding, panic buying, contamination, strain on workers. @Google could help build an app in a day. Open each store for 2 hrs for seniors who might be less tech savvy. #COVID2019 #Coronavirus",Negative,,,,
3991,48943,"Fujairah, UAE.",16-03-2020,"Joining hands with the UAE's efforts to contain the spread of the coronavirus (COVID-19) and considering the well-being of our mall visitors and community, gym, play areas &amp; amusement centres will stay closed.



LuLu Hypermarket and other stores are operating in routine. https://t.co/SVOTBu6ZNu",Extremely Positive,,,,
3992,48944,OnTheEdgeSEMelbourne,16-03-2020,Given restrictions around COVID 19 FIC will be postponed til 17 18 Nov Interest in food security is increasing amp we ll be meeting the demand for thought provoking discussions examining food issues experienced during the epidemic amp those we re likely to experience going forward,Positive,,,,
3993,48945,somewhere windy,16-03-2020,When people that were out here not taking COVID-19 serious get stuck indoors with no food because they decided it wasnt necessary to stock up &gt,&gt,&gt,&gt, ????,Positive
3994,48946,"Las Vegas, NV",16-03-2020,"@SarahHollenbeck @MyClearwater @abcactionnews But I kept hearing it was all the #boomers gonna travel on ""cheap flights"" and infect y'all. Meanwhile majority of Boomers are hunkered down at home afraid to go to grocery store! 

#COVID2019 

#SocialDista",Neutral,,,,
3995,48947,Commonwealth of Massachusetts,16-03-2020,"&gt;@MassGovernor announces $10M loan fund administered by @MassGCC to provide financial relief up to $75k to MA-based businesses, including nonprofits, with &lt;50 full- &amp; part-time employees impacted by #COVID19. #MAbiz



Release: https://t.co/nxrDH25i8r

Apply: https://t.co/w2VJdOwRcg https://t.co/sP6sTraxLQ",Extremely Positive,,,,
3996,48948,"Dallas, TX",16-03-2020,"All the pasta, pasta sauce and pizza were sold out at the grocery store. Did everyone in Dallas become Italian grandmas? #Dallas #coronapocolypse #COVID2019",Neutral,,,,
3997,48949,USA,16-03-2020,"DO NOT PANIC. DO NOT FEAR. 

Fear Is the Mind Killer

The pres. is WORKING WITH the private sector to ensure EVERYONE has access to food &amp; supplies. Turn off the CNN.

Resist herd mentality.

#CoronavirusPandemic #coronavirus #coronapocolypse 

(hea!th) 

https://t.co/1Hw3xzvkS5",Extremely Positive,,,,
3998,48950,"Cambridge, MA",16-03-2020,Our retail store will be closed through the end of March. We are doing this to keep our staff and customers safe during the COVID-19 crisis. We WILL continue to fulfill and ship out orders placed online. Pickups will not be available until we return to regular hours. https://t.co/h1DQBiPbuB,Positive,,,,
